Articulo_ID,CUI,Fecha_Publicacion_Articulo,Titulo_Articulo,Descripcion_Articulo,Medio,URL_Acortada,Pais_Origen_Articulo,Cod_Continente,Idioma,Categoria_tematica,Relevancia_Mencion,Frecuencia_Mencion,Impacto_Articulo,Keywords,Clasificacion_Sust_Estup_Decomisada,Tipo_Sus_Estup_Decomisada,Cant_Sust_Estup_Sintetica_incautada,Unidad,Fueza_interviniente,Ubicacion_Secuestro,Region,Sub region,Pais,Provincia,Distrito,Alfa_2,ISO_3166_2,Geo_Pais,Geo_Prov,Geo_Distrito,Fecha,Dia,Semana,Quincena,Mes_Largo,Trimestre,Año
A0000277,A277,5/06/2025,PNA incautó cocaína y LSD en Misiones,"A través de los controles dispuestos por el Ministerio de Seguridad Nacional para combatir los delitos en la zona de frontera, personal de la Prefectura Naval Argentina secuestró numerosas dosis de cocaína y LSD",www.argentina.gob.ar,https://tinyurl.com/23494uwy,Argentina,SA,ES,Incidente,Alta,Media,Medio,"LSD, Cocaina, Control Costero, Can Detector, Ocultamiento",Alucinogeno,LSD,100,Dosis,Prefectura Naval Argentina,El Dorado,America,America del Sur,Argentina,Misiones,El Dorado,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-27.410016, -55.930857","-26.409754, -54.634838",5/06/2025,5,1,1,Junio,T2,2025
A0000278,A278,5/06/2025,PCDF arresta a dúo por tráfico de éxtasis en Plano Piloto,Los dos detenidos fueron arrestados y enviados al sistema penitenciario.,www.jornaldebrasilia.com.br,https://tinyurl.com/nhezv5xu,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, LSD Liquido, Skunk, Entrega Vigilada, Procedimientos",Estimulante y empatogeno,MDMA,1.000,Pastillas,Policia Civil,Plano Piloto,America,America del Sur,Brasil,Brasilia,Brasilia,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-15.801741, -47.912089","-15.797248, -47.849592",5/06/2025,5,1,1,Junio,T2,2025
A0000279,A279,6/06/2025,Cinco sujetos detenidos deja operativo policial antidrogas en la comuna de Santiago,,www.msn.com,https://tinyurl.com/s6jyx2fh,Chile,SA,ES,Incidente,Media,Media,Medio,"MDMA, Ketamina, Pasta Base, Cocaina, Marihuana, Nacionalidad Dominicana",Estimulante y empatogeno,MDMA,183,Pastillas,Policia de Investigaciones,Santiago,America,America del Sur,Chile,Santiago ,Santiago ,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.456226, -70.666206","-33.456226, -70.666206",6/06/2025,6,1,1,Junio,T2,2025
,A279,6/06/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,"0,00",Sin datos,,,,,,,,,,,,,6/06/2025,6,1,1,Junio,T2,2025
A0000280,A280,6/06/2025,"En Dois Vizinhos, el primer ministro arresta a un hombre y pastillas de éxtasis",,www.jornaldebeltrao.com.br,https://tinyurl.com/3ebvm6kr,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Prevencion",Estimulante y empatogeno,MDMA,10,Pastillas,Policia Militar,Dois Vizinhos,America,America del Sur,Brasil,Parana,Dois Vizinhos,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-25.752143, -53.063959",6/06/2025,6,1,1,Junio,T2,2025
A0000281,A281,6/06/2025,En barrio de Dosquebradas encuentran cocina de tucibí; 15 personas fueron capturadas,"Entre los detenidos está la expareja del cabecilla de ‘Los Rambos’, grupo delincuencial con injerencia en Villasantana.",www.caracol.com.co,https://tinyurl.com/yc72y4mz,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, ""Los Rambos"", (a) ""La Flaca"", Produccion, Distribucion",Alucinogeno,TUSI,100,Dosis,Policia Metropolitana de Pereira,Los Cambulos,America,America del Sur,Colombia,Risaralda,Dosquebradas,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.860089, -75.789370","4.832417, -75.667604",6/06/2025,6,1,1,Junio,T2,2025
A0000282,A282,6/06/2025,"Trio detenido por trafico de drogas de Caxias do Sul con cocaina, marihuana y extasis",,www.leouve.com.br,https://tinyurl.com/2s5mkbue,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Crack, Hachis, Marihuana, Cocaina",Estimulante y empatogeno,MDMA,9,Pastillas,Brigada Militar,Caxias do Sul ,America,America del Sur,Brasil,Río Grande del Sur,Caxias do Sul ,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-29.169120, -51.188287",6/06/2025,6,1,1,Junio,T2,2025
A0000283,A283,7/06/2025,Operación de la PM en Três Barras resulta en la mayor incautación de éxtasis registrada en la región,"Al sospechoso le encontraron porciones de marihuana, cocaína y hachís",www.jmais.com.br,https://tinyurl.com/ycyzycfy,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hachis, Marihuana, Cocaina, Operativo, Can Detector",Estimulante y empatogeno,MDMA,758,Pastillas,Policia Militar,Tres Barras,America,America del Sur,Brasil,Santa Catarina,Tres Barras,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.288495, -49.577541","-26.120672, -50.306693",7/06/2025,7,1,1,Junio,T2,2025
A0000284,A284,7/06/2025,Sospechoso de tráfico de drogas es detenido por la PM en Apucarana,"Le incautaron hachís, éxtasis y más de R$ 1.000 en efectivo.",www.tnonline.uol.com.br,https://tinyurl.com/rzyeyfvj,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hachis, Comercializacion",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia,Apucarana,America,America del Sur,Brasil,Parana,Apucarana,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-23.557024, -51.460174",7/06/2025,7,1,1,Junio,T2,2025
A0000285,A285,8/06/2025,"MALAGUEÑO: FPA INCAUTÓ TUSSI, ÉXTASIS, MDMA, COCAÍNA Y MARIHUANA EN UNA FIESTA ELECTRÓNICA",,www.mpfcordoba.gob.ar,https://tinyurl.com/bdhr38dr,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Marihuana, Cocaina, División K9, Fiesta Electronica",Alucinogeno,TUSI,"0,00",Sin datos,Fuerza Policial Antinarcotrafico,Malagueño,America,America del Sur,Argentina,Cordoba,Malagueño,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.460492, -64.355043",8/06/2025,8,1,1,Junio,T2,2025
,A285,8/06/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,"0,00",Sin datos,,,,,,,,,,,,,8/06/2025,8,1,1,Junio,T2,2025
A0000286,A286,8/06/2025,PM incauta drogas sinteticas en SJN y dos sospechosos son detenidos,,reporterkadufontana.jor.br,https://tinyurl.com/4x7smpum,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD Cocaina, Marihuana, Hachis, Denuncia Anonima",Estimulante y empatogeno,MDMA,7,Pastillas,Policia Militar,São João Nepomuceno,America,America del Sur,Brasil,Minas Gerais,São João Nepomuceno,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-21.536968, -43.014882",8/06/2025,8,1,1,Junio,T2,2025
,A286,8/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,50,Puntas,,,,,,,,,,,,,8/06/2025,8,1,1,Junio,T2,2025
A0000287,A287,9/06/2025,Desarticularon una banda narco que traficaba pastillas éxtasis a Europa escondidas en guantes de boxeo,El operativo estuvo a cargo de la Policía de la Ciudad de Buenos Aires y representó el secuestro de drogas sintéticas más importante de la fuerza porteña,www.infobae.com,https://tinyurl.com/39p239u2,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Organizacion Criminal Internacional, Guantes y Bolsas de Boxeo, Identidad Falsa, Vínculos en República Dominicana y Guayana Francesa",Estimulante y empatogeno,MDMA,5,KG,Policia de la Ciudad,Pompeya,America,America del Sur,Argentina,CABA,CABA,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-34.613785, -58.426768","-34.644756, -58.421124",9/06/2025,9,2,1,Junio,T2,2025
A0000288,A288,9/06/2025,"POLICIA MILITAR de la carretera esperaq feliz decomisa extasis, marihuana y hachis",,www.carangolanoticias.com.br,https://tinyurl.com/ycyf47ed,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Hachis, Operativo de Control",Estimulante y empatogeno,MDMA,17,Pastillas,Policia Militar,Espera Feliz,America,America del Sur,Brasil,Minas Gerais,Espera Feliz,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-20.650896, -41.910605",9/06/2025,9,2,1,Junio,T2,2025
A0000289,A289,9/06/2025,La operación Kairos incautó más de 300 kg de droga en Montevideo,,www.m24.com.uy,https://tinyurl.com/32wrjp3z,Uruguay,SA,ES,Incidente,Media,Media,Medio,"Metanfetaminas, Hachis, Operación Kairos, Oculta en Camion",Estimulante sintetico,Metanfetaminas,"6,5",KG,Policia de Montevideo,Los Bulevares,America,America del Sur,Uruguay,Montevideo,Montevideo,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-34.909352, -56.178759","-34.822899, -56.287530",9/06/2025,9,2,1,Junio,T2,2025
A0000290,A290,9/06/2025,"Drogas sintéticas, pix y empresas fantasma: operación contra allanamientos de comercio electrónico criminal en Gravataí y Cachoeirinha",,www.seguinte.inf.br,https://tinyurl.com/3xw4cryp,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Armas de Fuego, Operación Celeris, Empresa Fantasma",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Cachoeirinha,America,America del Sur,Brasil,Río Grande del Sur,Cachoeirinha,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-29.919262, -51.090502",9/06/2025,9,2,1,Junio,T2,2025
,A290,9/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,00",Sin datos,,,,,,,,,,,,,9/06/2025,9,2,1,Junio,T2,2025
A0000291,A291,9/06/2025,El GCM incauta casi 6 mil paquetes de droga en Vila Alzira,,www.guarulhoshoje.com.br,https://tinyurl.com/bdephvzn,Brasil,SA,ES,Incidente,Alta,Media,Medio,"Drogas sintéticas tipo K, Marihuana, Cocaina, Unidad Canina, Vivienda aparentemente desabitada",Anestesico disociativo,Ketamina,660,Paquetes,Guarda Civil Municipal,Vila Alzira,America,America del Sur,Brasil,San Pablo,Guarulhos,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-23.456690, -46.435442",9/06/2025,9,2,1,Junio,T2,2025
A0000292,A292,9/06/2025,OS7 desarticuló banda colombiana e incautó droga y armas de guerra en la RM,Carabineros allanó simultáneamente domicilios en Quinta Normal e Independencia,www.cooperativa.cl,https://tinyurl.com/bdd289rj,Chile,SA,ES,Incidente,Media,Media,Medio,"Ketamina, Marihuana, Arma de Fuego, Organizacion Criminal, Departamentos como Espeacio de Guardado, Nacionalidad Colombiana",Anestesico disociativo,Ketamina,"0,186",KG,Carabineros de Chile,Quinta Normal,America,America del Sur,Chile,Santiago ,Santiago ,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.456226, -70.666206","-33.443801, -70.689885",9/06/2025,9,2,1,Junio,T2,2025
A0000293,A293,10/06/2025,Detienen en Sorocaba a hombre sospechoso de tráfico de drogas,"En su domicilio, los agentes encontraron alrededor de 660 porciones de cocaína y crack, un ladrillo de marihuana, porciones de éxtasis y ""hielo"".",www.jornalcruzeiro.com.br,https://tinyurl.com/3yk484c2,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Metanfetamina, Cocaina, Marihuana",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Sorocaba,America,America del Sur,Brasil,San Pablo,Sorocaba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-23.497717, -47.469427",10/06/2025,10,2,1,Junio,T2,2025
,A293,10/06/2025,,,,,,,,,,,,,Estimulante sintetico,Metanfetaminas,"0,00",Sin datos,,,,,,,,,,,,,10/06/2025,10,2,1,Junio,T2,2025
A0000294,A294,10/06/2025,Policía desmantela red de tráfico de WhatsApp e incauta casi 7 kg de droga,"Un individuo fue detenido en Jardim Príncipe; también se incautaron R$ 70.000, tres pistolas, dispositivos electrónicos y un vehículo Onix.",www.jornaloeco.com.br,https://tinyurl.com/2vvj73x5,Brasil,SA,ES,Incidente,Media,Media,Medio,"MDMA, LSD, Marihuana, Anfetamina, Dry (Tipo Hachis), Shatter (Derivado Marihuana), Arma de Fuego, Allanamiento",Estimulante y empatogeno,MDMA,"0,645",KG,Policia Civil,Lençóis Paulista,America,America del Sur,Brasil,San Pablo,Lençóis Paulista,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-22.602282, -48.796189",10/06/2025,10,2,1,Junio,T2,2025
,A294,,,,,,,,,,,,,,Alucinogeno,LSD,"0,008",KG,,,,,,,,,,,,,10/06/2025,10,2,1,Junio,T2,2025
A0000295,A295,10/06/2025,Capturado un hombre en flagrancia con ketamina y éxtasis,,www.diariodelsur.com.co,https://tinyurl.com/mj6vhpht,Colombia,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Ketamina, Plan Ciudades Seguras por la Vida",Estimulante y empatogeno,MDMA,5,Pastillas,Policia Nacional de Colombia,Pasto,America,America del Sur,Colombia,Nariño,Pasto,CO,ISO 3166-2:CO,"4.068636, -72.886327","1.110131, -78.139319","1.206742, -77.280996",10/06/2025,10,2,1,Junio,T2,2025
,A295,10/06/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,5,Cajas,,,,,,,,,,,,,10/06/2025,10,2,1,Junio,T2,2025
A0000296,A296,11/06/2025,Detienen a hombre con mas de 500 pastillas de extasis en Blumenau,,www.oblumenauense.com.br,https://tinyurl.com/ycyneasd,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Control Preventivo",Estimulante y empatogeno,MDMA,503,Pastillas,Policia Militar,Itoupava Central,America,America del Sur,Brasil,Santa Catarina,Blumenau,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-26.807858, -49.090659",11/06/2025,11,2,1,Junio,T2,2025
A0000297,A297,11/06/2025,Detienen a ciudadano peruano con 34 envoltorios de ketamina en Alto Hospicio,,www.radiopaulina.cl,https://tinyurl.com/48tuyysh,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Patrullaje Preventivo, Nacionalidad Peruana",Anestesico disociativo,Ketamina,34,Envoltorios,Carabineros de Chile,Alto Hospicio,America,America del Sur,Chile,Tarapaca,Alto Hospicio,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-19.950298, -69.631271","-20.271719, -70.096567",11/06/2025,11,2,1,Junio,T2,2025
A0000298,A298,11/06/2025,Incautan ketamina en vías de Nariño,,www.diariodelsur.com.co,https://tinyurl.com/2xb4h783,Colombia,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Control Preventivo, Oculto entre Bultos de Frijoles",Anestesico disociativo,Ketamina,27,Frascos,Departamento de Policía Nariño,Ipiales,America,America del Sur,Colombia,Nariño,Ipiales,CO,ISO 3166-2:CO,"4.068636, -72.886327","1.110131, -78.139319","0.827525, -77.646526",11/06/2025,11,2,1,Junio,T2,2025
A0000299,A299,11/06/2025,"Tras denuncia, detenido traficante de drogas que repartía discos","Según el informe, el sospechoso utilizaba un vehículo VW/Gol negro para vender las sustancias ilícitas, en la modalidad “entrega de discos”, y vivía cerca del barrio Jardim",www.cgn.inf.br,https://tinyurl.com/583tsw7a,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Marihuana, Cocaina, Modalidad “entrega de discos”",Estimulante y empatogeno,MDMA,2,Pastillas,GARRAS,Jardim Ze Pereira,America,America del Sur,Brasil,Mato Groso,Campo Grande,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-12.425472, -56.310701","-20.433038, -54.673066",11/06/2025,11,2,1,Junio,T2,2025
,A299,11/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,6,Paquetes,,,,,,,,,,,,,11/06/2025,11,2,1,Junio,T2,2025
A0000300,A300,12/06/2025,Descubren a cuatro alumnos con 32 envoltorios de ‘Tusi’ en colegio de Trujillo,La intervención en el colegio Santa María del distrito La Esperanza expuso un posible caso de microcomercialización de droga sintética entre menores de edad,www.infobae.com,https://tinyurl.com/yrhmt35v,Peru,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Alumnos Escuela, Menores de Edad",Alucinogeno,TUSI,32,Envoltorios,Policia Nacional de Peru,La Esperanza,America,America del Sur,Peru,Trujillo,La Esperanza,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-8.109663, -79.032240","-8.067694, -79.053983",12/06/2025,12,2,1,Junio,T2,2025
A0000301,A301,12/06/2025,"Una pareja detenida por llevar éxtasis, ""tusi"" y marihuana en el auto",,www.eldiaonline.com,https://tinyurl.com/4ebxe6en,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Marihuana, Control Vehicular, Allanamiento, Ruta Nacional 14, Can Detector",Alucinogeno,TUSI,"0,046",KG,Gendarmeria Nacional Argentina,Puesto Caminero Paso Del Cerrito,America,America del Sur,Argentina,Entre Rios,Chajari,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-31.930198, -59.180947","-30.646885, -57.998829",12/06/2025,12,2,1,Junio,T2,2025
,A301,12/06/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,53,Pastillas,,,,,,,,,,,,,12/06/2025,12,2,1,Junio,T2,2025
A0000302,A302,12/06/2025,"Mujer detenida con hachís, cocaína, éxtasis, MDMA y más de 3 kg de marihuana en Caxias do Sul",La detención tuvo lugar en el barrio de São Ciro,www.radiosolaris.com.br,https://tinyurl.com/2a3yep3b,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hachis, Marihuana, Cocaina, ",Estimulante y empatogeno,MDMA,11,Pastillas,Brigada Militar,São Ciro,America,America del Sur,Brasil,Río Grande del Sur,Caxias do Sul,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-29.135698, -51.144050",12/06/2025,12,2,1,Junio,T2,2025
A0000303,A303,12/06/2025,Decomisan en Carchi cargamento de ketamina escondido en el motor de un auto,"Personal militar y aduanero decomisó en la provincia de Carchi más de 750 frascos de ketamina, que eran transportados en un vehículo con placas colombianas.",www.lahora.com.ec,https://tinyurl.com/42n2rfwj,Ecuador,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Operativo de Control, Vehiculo, Oculto Motor, Destino Colombia, Pasos Irregulares Frontera",Anestesico disociativo,Ketamina,755,Frascos,Cuerpo de Vigilancia Aduanera,Tulcán,America,America del Sur,Ecuador,Carchi,Tulcán,EC,ISO 3166-2:EC,"-1.661838, -78.627508","0.645792, -77.970183","0.809065, -77.720897",12/06/2025,12,2,1,Junio,T2,2025
A0000304,A304,12/06/2025,"Hombre detenido con 400 pastillas de éxtasis en Altamira, suroeste de Pará","El sospechoso fue localizado tras una denuncia anónima; además de éxtasis, la policía confiscó balanzas de precisión y teléfonos celulares en la casa donde vivía.",www.g1.globo.com,https://tinyurl.com/mr92e7fu,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Bascula, Flagrancia, Denuncia Anonima",Estimulante y empatogeno,MDMA,400,Pastillas,Policia Militar,Altamira,America,America del Sur,Brasil,Para,Altamira,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-4.506806, -52.265715","-3.208629, -52.218361",12/06/2025,12,2,1,Junio,T2,2025
A0000305,A305,12/06/2025,Dos detenidos y el secuestro de cocaína y tusi tras allanamientos en Lugano y Barrio 31,,www.revistaestilo.com.ar,https://tinyurl.com/mwux7tvk,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Marihuana, Barrio 31",Alucinogeno,TUSI,"0,0023",KG,Policia de la Ciudad,Barrio 31,America,America del Sur,Argentina,CABA,CABA,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-34.613785, -58.426768","-34.583592, -58.381076",12/06/2025,12,2,1,Junio,T2,2025
A0000306,A306,13/06/2025,"Caen más presuntos integrantes del Clan del Golfo en Risaralda: tenían tusi, marihuana y cocaína","En menos de una semana la Policía de Risaralda ha capturado a cuatro miembros que al parecer hacen parte del Grupo Armado Organizado, Clan del Golfo.",www.lapatria.com,https://tinyurl.com/4dcuftxz,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Marihuana, Cocaina, Bazuco, Clan del Golfo",Alucinogeno,TUSI,"0,045",KG,Policia Nacional de Colombia,Pereira,America,America del Sur,Colombia,Risaralda,Pereira,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.860089, -75.789370","4.802567, -75.715280",13/06/2025,13,2,1,Junio,T2,2025
A0000307,A307,13/06/2025,Policía Civil incauta drogas y esteroides anabólicos en el Valle de Itajaí,Se investiga a sospechoso tras interceptar orden de éxtasis del Servicio de Impuestos Federales,www.guararemanews.com.br,https://tinyurl.com/mspx6m52,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Allanamiento",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Gaspar Mirim,America,America del Sur,Brasil,Santa Catarina,Gaspar,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-26.944718, -48.957852",13/06/2025,13,2,1,Junio,T2,2025
A0000308,A308,13/06/2025,"La Policía Civil incauta éxtasis, cocaína, crack, marihuana y municiones en seis órdenes de arresto en PGVeja ",,www.mznoticia.com.br,https://tinyurl.com/yem3yjcn,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Cocaina, Crack, Arma de Fuego, Can Detector",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Ponta Grossa,America,America del Sur,Brasil,Parana,Ponta Grossa,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-25.094833, -50.155843",13/06/2025,13,2,1,Junio,T2,2025
A0000309,A309,14/06/2025,"Choque: incautan crack, marihuana y éxtasis en tabaquería y arrestan a sospechoso en Interlagos","Durante el patrullaje, la Policía se acercó a un estanco, donde encontró a un hombre en posesión de 60 piedras de crack, 30 gramos de marihuana",www.cgn.inf.br,https://tinyurl.com/28usd4ww,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Crack, Marihuana,  Operación Sinergia",Estimulante y empatogeno,MDMA,3,Pastillas,Policia Militar,Interlagos,America,America del Sur,Brasil,Parana,Cascavel,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-24.914307, -53.436338",13/06/2025,13,2,1,Junio,T2,2025
A0000310,A310,16/06/2025,La Policía Nacional frustró el envío de Tusi y ketamina hacia el municipio de La Unión –Nariño,Las sustancias incautadas están avaluadas en aproximadamente $600.000 pesos.,www.radiovivafenix.com,https://tinyurl.com/ycysph78,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Ketamina, Modalidad Encomienda, Terminal de Transporte de Pasto",Alucinogeno,TUSI,6,Pastillas,Policia Nacional de Colombia,La Unión,America,America del Sur,Colombia,Nariño,La Unión,CO,ISO 3166-2:CO,"4.068636, -72.886327","1.110131, -78.139319","1.599498, -77.131326",16/06/2025,16,3,2,Junio,T2,2025
,A310,16/06/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,1,Frasco,,,,,,,,,,,,,16/06/2025,16,3,2,Junio,T2,2025
A0000311,A311,16/06/2025,Pareja detenida por tráfico de hongos alucinógenos y otras drogas en Aparecida,"La policía también encontró porciones de marihuana, cocaína, pastillas de éxtasis y crack en la casa de la pareja.",www.maisgoias.com.br,https://tinyurl.com/49nhkx3k,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Hongos Alucinogenos, Cocaina, Crack, Perfume Lanza",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Militar,Aparecida de Goiânia,America,America del Sur,Brasil,Goiás,Aparecida de Goiânia,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-15.552729, -49.283345","-16.823429, -49.247195",16/06/2025,16,3,2,Junio,T2,2025
A0000312,A312,16/06/2025,"PRF incauta 162 kg de droga y detiene a mujer por tráfico en la carretera Assis Chateaubriand, en Guapiaçu (SP)","El vehículo fue identificado mediante análisis de riesgo y transportaba marihuana, hachís y éxtasis con destino a Franca.",www.policialpadrao.com.br,https://tinyurl.com/bp8ytp5c,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hachis, Marihuana, Oculto en Maletero Vehiculo, Análisis de Riesgo",Estimulante y empatogeno,MDMA,2,Pastillas,Policía Federal de Carreteras,Guapiaçu,America,America del Sur,Brasil,San Pablo,Guapiaçu,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-20.793834, -49.225484",16/06/2025,16,3,2,Junio,T2,2025
A0000313,A313,17/06/2025,Pareja detenida con droga y 300 pastillas de éxtasis en Coronel Fabriciano,"Durante la ejecución de las órdenes de allanamiento e incautación, la PM también localizó municiones, LSD, hachís y materiales utilizados para el tráfico.",www.g1.globo.com,https://tinyurl.com/2t43ymd3,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Hachis, Municiones",Estimulante y empatogeno,MDMA,300,,Policia Militar,Coronel Fabriciano,America,America del Sur,Brasil,Minas Gerais,Coronel Fabriciano,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-19.520596, -42.629415",17/06/2025,17,3,2,Junio,T2,2025
,A313,17/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,00",Sin datos,,,,,,,,,,,,,17/06/2025,17,3,2,Junio,T2,2025
A0000314,A314,18/06/2025,"Cayó el vuelo de alias “Tucán”, un hombre que portaba droga sintética en Ibagué","Junto a otro individuo, fue sorprendido con varias dosis de Tusi durante un patrullaje policial en el norte de la ciudad.",www.ecosdelcombeima.com,https://tinyurl.com/mvuhha56,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Patrullaje Preventivo, Flagrancia, Motovehiculo, Alias de “Tucán”",Alucinogeno,TUSI,"0,025",KG,Policia Metropolitana de Ibague,Topacio,America,America del Sur,Colombia,Tolima,Ibague,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.190631, -75.280520","4.439321, -75.168570",18/06/2025,18,3,2,Junio,T2,2025
A0000315,A315,19/06/2025,Alerta por ingreso de drogas sintéticas que no eran comunes en Arequipa,,www.radiosanmartin.pe,https://tinyurl.com/379csk5v,Peru,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hongos Alucinogenos",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Nacional de Peru,Arequipa,America,America del Sur,Peru,Arequipa,Arequipa,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-16.405941, -71.540046","-16.405941, -71.540046",19/06/2025,19,3,2,Junio,T2,2025
A0000316,A316,20/06/2025,"Dos mujeres son detenidas por tráfico de drogas en el barrio Universitario, en Caxias do Sul",,radiosolaris.com.br,https://tinyurl.com/dj9j7ff2,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cristal, Cocaina, Marihuana",Estimulante y empatogeno,MDMA,1,Pastillas,Brigada Militar,Universitário,America,America del Sur,Brasil,Río Grande del Sur,Caxias do Sul,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-29.151776, -51.179365",20/06/2025,20,3,2,Junio,T2,2025
,A316,20/06/2025,,,,,,,,,,,,,Estimulante sintetico,Cristal,1,Porcion,,,,,,,,,,,,,20/06/2025,20,3,2,Junio,T2,2025
